Antireq: ANTH 370, NATST 272	{'prereqs': [], 'coreqs': [], 'antireqs': ['ANT 370', 'NATST 272'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: ARABIC 101R, ARABIC 102R, ARABIC 201R, SI 101R, SI 102R, SI 120R, SI 201R	{'prereqs': [], 'coreqs': [], 'antireqs': ['ARABIC 101R', 'ARABIC 102R', 'ARABIC 201R', 'SI 101R', 'SI 102R', 'SI 120R', 'SI 201R'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: ARABIC 120/SI 120R, SI 101R	{'prereqs': [], 'coreqs': [], 'antireqs': ['ARABIC 120/SI 120R', 'SI 101R'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: ARABIC 120R, SI 101R, SI 120R, AB 101W	{'prereqs': [], 'coreqs': [], 'antireqs': ['ARABIC 120R', 'SI 101R', 'SI 120R', 'AB 101W'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: ARTS 125	{'prereqs': [], 'coreqs': [], 'antireqs': ['ARTS 125'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: ARTS 190 (LEC 001) taken fall 2017	{'prereqs': [], 'coreqs': [], 'antireqs': ['ARTS 190 (LEC 001) taken fall 2017'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': 'fall 2017', 'otherNotes': ''}
Antireq: ARTS 190 (LEC 002) taken fall 2017, ARTS 190 (LEC 003) taken winter 2018, ARTS 190 (LEC 001) taken fall 2018	{'prereqs': [], 'coreqs': [], 'antireqs': ['ARTS 190 (LEC 002)', 'ARTS 190 (LEC 003)', 'ARTS 190 (LEC 001)'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: ARTS 190 taken spring 2016	{'prereqs': [], 'coreqs': [], 'antireqs': ['ARTS 190'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: ARTS 290 (LEC 001) taken fall 2014, ANTH 400 (SEM 001) taken fall 2016	{'prereqs': [], 'coreqs': [], 'antireqs': ['ARTS 290 (LEC 001)', 'ANTH 400 (SEM 001)'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: BE 605	{'prereqs': [], 'coreqs': [], 'antireqs': ['BE 605'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: BE 610, Topic 1 (Consulting)	{'prereqs': [], 'coreqs': [], 'antireqs': ['BE 610', 'Topic 1 (Consulting)'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: BET 450	{'prereqs': [], 'coreqs': [], 'antireqs': ['BET 450'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: BET 460	{'prereqs': [], 'coreqs': [], 'antireqs': ['BET 460'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: BIOL 120	{'prereqs': [], 'coreqs': [], 'antireqs': ['BIOL 120'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: BIOL 130	{'prereqs': [], 'coreqs': [], 'antireqs': ['BIOL 130'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: BIOL 251	{'prereqs': [], 'coreqs': [], 'antireqs': ['BIOL 251'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: BME 121, CS 115, 137, 138, 145, CHE 121, CIVE 121, ECE 150, GENE 121, ME 101, MSCI 121, NE 111, PHYS 236, SYDE 121	{'prereqs': [], 'coreqs': [], 'antireqs': ['BME 121', 'CS 115', '137', '138', '145', 'CHE 121', 'CIVE 121', 'ECE 150', 'GENE 121', 'ME 101', 'MSCI 121', 'NE 111', 'PHYS 236', 'SYDE 121'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: BME 121, CS 115, 137, 138, 145, CIVE 121, ECE 150, ME 101, MSCI 121, PHYS 236, SYDE 121	{'prereqs': [], 'coreqs': [], 'antireqs': ['BME 121', 'CS 115', '137', '138', '145', 'CIVE 121', 'ECE 150', 'ME 101', 'MSCI 121', 'PHYS 236', 'SYDE 121'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: BME 121, CS 135, 137, 138, 145, CHE 121, CIVE 121, ECE 150, GENE 121, ME 101, NE 111, MSCI 121, PHYS 139, 236, SYDE 121	{'prereqs': [], 'coreqs': [], 'antireqs': ['BME 121', 'CS 135', '137', '138', '145', 'CHE 121', 'CIVE 121', 'ECE 150', 'GENE 121', 'ME 101', 'NE 111', 'MSCI 121', 'PHYS 139', 'SYDE 121'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: BME 121, CS 135, 137, 138, 145, CHE 121, CIVE 121, ECE 150, GENE 121/MTE 121, ME 101, NE 111, MSCI 121, PHYS 139, SYDE 121	{'prereqs': [], 'coreqs': [], 'antireqs': ['BME 121', 'CS 135', '137', '138', '145', 'CHE 121', 'CIVE 121', 'ECE 150', 'GENE 121', 'MTE 121', 'ME 101', 'NE 111', 'MSCI 121', 'SYDE 121'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: BUS 352W, ENBUS 311, MGMT/ECON 344, MGMT 244/ARBUS 302	{'prereqs': [], 'coreqs': [], 'antireqs': ['BUS 352W', 'ENBUS 311', 'MGMT/ECON 344', 'MGMT 244', 'ARBUS 302'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CHE 522	{'prereqs': [], 'coreqs': [], 'antireqs': ['CHE 522'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CHE 572	{'prereqs': [], 'coreqs': [], 'antireqs': ['CHE 572'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CHE 574	{'prereqs': [], 'coreqs': [], 'antireqs': ['CHE 574'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CHEM 121	{'prereqs': [], 'coreqs': [], 'antireqs': ['CHEM 121'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CHINA 101R, 102R	{'prereqs': [], 'coreqs': [], 'antireqs': ['CHINA 101R', 'CHINA 102R'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CHINA 120R	{'prereqs': [], 'coreqs': [], 'antireqs': ['CHINA 120R'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CIVE 153, EARTH 153, ENVE 153, GEOE 153	{'prereqs': [], 'coreqs': [], 'antireqs': ['CIVE 153', 'EARTH 153', 'ENVE 153', 'GEOE 153'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CIVE 153, ENVE 153, GEOE 153	{'prereqs': [], 'coreqs': [], 'antireqs': ['CIVE 153', 'ENVE 153', 'GEOE 153'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CIVE 611, CIVE 422	{'prereqs': [], 'coreqs': [], 'antireqs': ['CIVE 611', 'CIVE 422'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CIVE 740 - Topic 16	{'prereqs': [], 'coreqs': [], 'antireqs': ['CIVE 740'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': 'Topic 16'}
Antireq: CIVE 740 - Topic 17	{'prereqs': [], 'coreqs': [], 'antireqs': ['CIVE 740 - Topic 17'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CIVE 740 - Topic 4	{'prereqs': [], 'coreqs': [], 'antireqs': ['CIVE 740 - Topic 4'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CM 461; STAT 440	{'prereqs': [], 'coreqs': [], 'antireqs': ['CM 461', 'STAT 440'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CM 462; STAT 442	{'prereqs': [], 'coreqs': [], 'antireqs': ['CM 462', 'STAT 442'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CM 463; STAT 441	{'prereqs': [], 'coreqs': [], 'antireqs': ['CM 463', 'STAT 441'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CM 464; STAT 444	{'prereqs': [], 'coreqs': [], 'antireqs': ['CM 464', 'STAT 444'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CM/CS 372,472	{'prereqs': [], 'coreqs': [], 'antireqs': ['CM 372', 'CM 472'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CS 115, 135, 137, 138	{'prereqs': [], 'coreqs': [], 'antireqs': ['CS 115', 'CS 135', 'CS 137', 'CS 138'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CS 456, 656, 454, 654	{'prereqs': [], 'coreqs': [], 'antireqs': ['CS 456', 'CS 656', 'CS 454', 'CS 654'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CS 664	{'prereqs': [], 'coreqs': [], 'antireqs': ['CS 664'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CS 679	{'prereqs': [], 'coreqs': [], 'antireqs': ['CS 679'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CS 684	{'prereqs': [], 'coreqs': [], 'antireqs': ['CS 684'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CS 685	{'prereqs': [], 'coreqs': [], 'antireqs': ['CS 685'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CS 698Q	{'prereqs': [], 'coreqs': [], 'antireqs': ['CS 698Q'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CS 748O, 748S	{'prereqs': [], 'coreqs': [], 'antireqs': ['CS 748O', 'CS 748S'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CS 755	{'prereqs': [], 'coreqs': [], 'antireqs': ['CS 755'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CS 760K	{'prereqs': [], 'coreqs': [], 'antireqs': ['CS 760K'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CS 760M	{'prereqs': [], 'coreqs': [], 'antireqs': ['CS 760M'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CS 770G	{'prereqs': [], 'coreqs': [], 'antireqs': ['CS 770G'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CS 786P	{'prereqs': [], 'coreqs': [], 'antireqs': ['CS 786P'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: CS 842 Topic 12	{'prereqs': [], 'coreqs': [], 'antireqs': ['CS 842 Topic 12'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: DAC 301	{'prereqs': [], 'coreqs': [], 'antireqs': ['DAC 301'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: DRAMA 100	{'prereqs': [], 'coreqs': [], 'antireqs': ['DRAMA 100'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: DRAMA 102	{'prereqs': [], 'coreqs': [], 'antireqs': ['DRAMA 102'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: DRAMA 200	{'prereqs': [], 'coreqs': [], 'antireqs': ['DRAMA 200'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: DRAMA 206	{'prereqs': [], 'coreqs': [], 'antireqs': ['DRAMA 206'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: DRAMA 207	{'prereqs': [], 'coreqs': [], 'antireqs': ['DRAMA 207'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: DRAMA 371	{'prereqs': [], 'coreqs': [], 'antireqs': ['DRAMA 371'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: EARTH 121	{'prereqs': [], 'coreqs': [], 'antireqs': ['EARTH 121'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: EARTH 122	{'prereqs': [], 'coreqs': [], 'antireqs': ['EARTH 122'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: EARTH 358	{'prereqs': [], 'coreqs': [], 'antireqs': ['EARTH 358'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: EASIA 201R	{'prereqs': [], 'coreqs': [], 'antireqs': ['EASIA 201R'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: EASIA 202R/CHINA 272R	{'prereqs': [], 'coreqs': [], 'antireqs': ['EASIA 202R/CHINA 272R'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: EASIA 203R/JAPAN 272R	{'prereqs': [], 'coreqs': [], 'antireqs': ['EASIA 203R/JAPAN 272R'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: EASIA 204R/KOREA 272R	{'prereqs': [], 'coreqs': [], 'antireqs': ['EASIA 204R/KOREA 272R'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: ECE 406, SYDE 423, ECE 750 - Topic 15	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECE 406', 'SYDE 423', 'ECE 750 - Topic 15'], 'instructorPermission': False, 'requiredMajor': None, 'minimumTerm': None, 'otherNotes': ''}
Antireq: ECE 429, CS 450, CS 650	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECE 429', 'CS 450', 'CS 650'], 'instructorPermission': False, 'requiredMajor': None, 'minimumTerm': None, 'otherNotes': ''}
Antireq: ECE 661	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECE 661'], 'instructorPermission': False, 'requiredMajor': None, 'minimumTerm': None, 'otherNotes': ''}
Antireq: ECE 664	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECE 664'], 'instructorPermission': False, 'requiredMajor': None, 'minimumTerm': None, 'otherNotes': ''}
Antireq: ECE 667	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECE 667'], 'instructorPermission': False, 'requiredMajor': None, 'minimumTerm': None, 'otherNotes': ''}
Antireq: ECE 699 and ECE 740 Topic 5	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECE 699', 'ECE 740 Topic 5'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: ECE 700 Topic 2	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECE 700 Topic 2'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: ECE 710 - Topic 13	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECE 710 Topic 13'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: ECE 720 - Topic 6	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECE 720 Topic 6'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: ECE 730 - Topic 24	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECE 730 Topic 24'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: ECE 730 Topic 13	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECE 730 Topic 13'], 'instructorPermission': False, 'requiredMajor': None, 'minimumTerm': None, 'otherNotes': ''}
Antireq: ECE 750 - Topic 11	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECE 750 - Topic 11'], 'instructorPermission': False, 'requiredMajor': None, 'minimumTerm': None, 'otherNotes': ''}
Antireq: ECE 750 - Topic 21	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECE 750 - Topic 21'], 'instructorPermission': False, 'requiredMajor': None, 'minimumTerm': None, 'otherNotes': ''}
Antireq: ECE 750 - Topic 4	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECE 750 - Topic 4'], 'instructorPermission': False, 'requiredMajor': None, 'minimumTerm': None, 'otherNotes': ''}
Antireq: ECE 750 - Topic 5	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECE 750 - Topic 5'], 'instructorPermission': False, 'requiredMajor': None, 'minimumTerm': None, 'otherNotes': ''}
Antireq: ECE 760 - Topic 3	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECE 760 - Topic 3'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: ECE 760 Topic 4 and Topic 6	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECE 760 Topic 4', 'ECE 760 Topic 6'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: ECE 760, Topic 10 (Operation & Control Future IES)	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECE 760', 'Topic 10 (Operation & Control Future IES)'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: ECE 765	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECE 765'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: ECE 770 - Topic 11	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECE 770 - Topic 11'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: ECE 770 - Topic 14	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECE 770 - Topic 14'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: ECE 780	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECE 780'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: ECE 780 - Topic 6	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECE 780 - Topic 6'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: ECE 780 - Topic 8	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECE 780 - Topic 8'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: ECON 100/COMM103	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECON 100', 'COMM 103'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: ECON 101, 201	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECON 101', 'ECON 201'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: ECON 405 prior to Fall 2015	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECON 405'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': 'prior to Fall 2015', 'otherNotes': ''}
Antireq: ECON 604	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECON 604'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: ECON 641	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECON 641'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
Antireq: ECON 642	{'prereqs': [], 'coreqs': [], 'antireqs': ['ECON 642'], 'instructorPermission': False, 'requiredMajor': None, 'requiredTerm': None, 'otherNotes': ''}
